"","Scenario","SLR","Rainfall","maxcontents","maxstructure","df10cm","bruun_factor","Av_ppl"
"2611",2611,0.08,9.4,532.53,9544,0.08,42,2.6
"2612",2612,0.26,20.2,1475.86,4159,-0.08,47,2.7
"2613",2613,0.43,-3.2,703.79,8771,0.03,25,2.6
"2614",2614,0.84,15.2,1185.74,8415,0.05,49,2.1
"2615",2615,0.99,-1.7,1255.28,8327,-0.06,18,2.5
"2616",2616,0.15,10.3,1898.16,9617,-0.03,99,2.3
"2617",2617,0.51,1.7,839.34,6308,-0.08,13,2.1
"2618",2618,0.28,13.7,1782.81,7919,0.02,71,2.2
"2619",2619,0.57,-2.2,1554.46,6258,-0.04,70,2.7
"2620",2620,0.6,21.7,553.83,6946,-0.01,66,2.1
"2621",2621,0.2,18.5,1382.83,5599,0.09,11,2.9
"2622",2622,0.89,25.7,768.17,4051,0.03,32,2.3
"2623",2623,0.06,-3.7,1977.15,4597,0.06,95,2.7
"2624",2624,0.21,4.7,774.81,7322,-0.07,27,2.8
"2625",2625,0.5,16.1,1899.29,9943,-0.1,76,2.3
"2626",2626,0.93,-3.5,836.26,4505,0.09,52,3
"2627",2627,0.49,-0.8,638.14,9755,0.06,80,2.3
"2628",2628,0.81,2.5,764.97,6415,0.03,96,3
"2629",2629,0.41,7.3,1408.38,4676,0.09,23,2.5
"2630",2630,0.8,26.6,730.55,6380,0.07,20,2.2
"2631",2631,0.21,19.3,1686.23,8082,0.01,71,2.1
"2632",2632,0.65,7.5,1036.9,5632,-0.03,75,2.3
"2633",2633,0.3,23.2,1444.82,7008,0.02,94,2.4
"2634",2634,0.19,11.8,1312.98,8065,-0.1,44,2.9
"2635",2635,0.36,28.1,1175.27,8736,0,14,2.3
"2636",2636,0.21,18.4,2161.36,4478,0.02,35,2.7
"2637",2637,0.68,6.7,2328.14,7628,0.03,99,2.9
"2638",2638,0.25,19.6,848.27,9459,0.1,95,2.8
"2639",2639,0.75,18.6,2257.61,5513,-0.02,37,2.8
"2640",2640,0.26,-6.8,1909.06,7573,-0.09,14,2.7
"2641",2641,0.64,24.6,952.93,6963,-0.01,46,2.4
"2642",2642,0.54,-7.7,1873.78,5330,0.01,35,2.1
"2643",2643,0.08,-4.1,627.4,5664,-0.09,56,2.6
"2644",2644,0.62,3.4,548.02,7046,-0.06,39,2.1
"2645",2645,0.48,4,2092.36,7524,-0.03,71,2.8
"2646",2646,0.52,15.6,990.04,6854,0.06,74,2.1
"2647",2647,0.5,11.8,2481.08,5242,0.07,23,2.7
"2648",2648,0.17,2.5,843.24,4483,-0.04,54,2.2
"2649",2649,0.91,15.3,1241.64,8309,0.07,39,2.5
"2650",2650,0.22,1.6,1411.18,4710,0.01,94,2.2
"2651",2651,0.78,13.1,2394.42,6138,0.1,95,2.5
"2652",2652,0.64,22,1006.09,7160,-0.04,69,2.9
"2653",2653,0.28,20,1320.3,5102,-0.07,51,2.1
"2654",2654,0.89,20.4,1654.03,7188,0.09,72,2.5
"2655",2655,0.82,18.7,1336.81,5357,0.09,33,2.7
"2656",2656,0.4,15.6,2145.81,5744,-0.01,48,2.7
"2657",2657,0.9,10.5,2427.62,6891,0.08,19,2.1
"2658",2658,0.21,-5.1,2470.61,8088,0.06,72,2.9
"2659",2659,0.6,17.5,519.91,6774,-0.09,30,2.2
"2660",2660,0.53,25.2,2262.58,6473,0.09,29,2.2
"2661",2661,1,27.6,1626.4,7012,-0.09,17,2.3
"2662",2662,0.23,27.9,1141.6,8857,-0.07,42,2.6
"2663",2663,0.29,0.7,2471.74,5042,0.01,11,2.2
"2664",2664,0.77,24.6,1511.67,6733,-0.04,30,2.8
"2665",2665,0.02,3.7,2247.87,4002,-0.02,25,2.5
"2666",2666,0.64,-0.9,924.75,9892,-0.05,26,2.4
"2667",2667,0,-8.9,1810.97,5362,-0.04,64,2.8
"2668",2668,0.23,-1,547.88,5317,-0.06,10,2
"2669",2669,0.5,21.2,1927.61,4469,-0.02,46,2.5
"2670",2670,0.48,12.1,1844.93,8361,-0.02,90,2.8
"2671",2671,0.25,16.9,718.7,7154,0.08,67,2.6
"2672",2672,0.53,-8.2,840.89,8913,0.07,18,2.8
"2673",2673,0.85,17.9,1431.48,7927,-0.01,39,2.3
"2674",2674,0.82,12.1,1327.23,7162,-0.03,99,3
"2675",2675,0.68,10.1,750.32,5876,0.05,66,2.2
"2676",2676,0.29,17.6,1420.94,8053,0.04,25,2.1
"2677",2677,0,1.6,2310.09,7786,0.1,28,2.3
"2678",2678,0.07,22.9,1366.45,7662,0.07,93,2.7
"2679",2679,0.42,3,623.94,9081,0,59,2.2
"2680",2680,0.21,21.6,612.84,5478,0.04,79,2.1
"2681",2681,0.96,18.3,1914.03,4199,-0.08,56,2.9
"2682",2682,0.96,11.9,2037.25,7734,0.01,51,2.3
"2683",2683,0.06,28.6,1883.5,4627,-0.08,41,2.5
"2684",2684,0.64,1.4,2298.2,8638,0.04,86,2.4
"2685",2685,0.2,29.3,2246.34,5866,-0.02,30,2.7
"2686",2686,0.66,0.2,2391.25,5971,-0.09,74,2.5
"2687",2687,0.97,8.4,920.47,6824,0.08,32,2.1
"2688",2688,0.33,8.4,2486.09,6596,0.01,43,2.1
"2689",2689,0.23,8.7,2449.85,5785,-0.09,52,2.3
"2690",2690,0.4,-3.2,1930.5,7699,-0.04,46,2.4
"2691",2691,0.48,20.7,792.6,5760,-0.09,87,2.3
"2692",2692,0.64,6.7,1653.6,8898,0.01,82,2.5
"2693",2693,0.72,5.1,2189.2,6321,0.1,90,2.3
"2694",2694,0.6,-1.8,1075.04,6232,-0.05,84,2.7
"2695",2695,0.36,-5.1,1669.59,7299,-0.08,69,3
"2696",2696,0.82,8.8,665.15,4260,-0.06,24,2.8
"2697",2697,0.25,19.5,1468.89,5335,-0.01,23,2.9
"2698",2698,0.59,7.8,730.2,9887,0.07,14,2.4
"2699",2699,0.69,25.3,2071.49,5881,0.08,53,2.2
"2700",2700,0.12,25.4,1218.45,6891,0.06,92,2.9
"2701",2701,0.62,16.7,1519.64,4449,-0.08,100,2.3
"2702",2702,0.8,-0.8,692.08,9212,0.04,12,2.4
"2703",2703,0.85,25.2,1939.56,6637,0.01,96,2.2
"2704",2704,0.27,1.7,1030.69,6693,-0.07,73,2.2
"2705",2705,0.79,-6.6,835.47,5492,-0.03,82,2.4
"2706",2706,0.52,19.2,1947.1,6664,-0.06,52,2.2
"2707",2707,0.48,27.8,1472.32,9789,-0.07,36,2.5
"2708",2708,0.67,14.4,822.14,8377,0.09,55,3
"2709",2709,0.62,2.1,507.65,9487,-0.03,50,2.9
"2710",2710,0.26,10.4,2164.45,5046,-0.09,86,2.9
"2711",2711,0.26,-4,1739.36,4168,-0.02,45,2.8
"2712",2712,0.16,-7.2,1230.95,7698,-0.03,83,2.4
"2713",2713,0.39,-1.9,1688.34,4770,0.01,99,2.4
"2714",2714,0.94,0.5,2044.97,9801,0.1,94,3
"2715",2715,0.68,-6.3,1451.38,9063,0.01,73,2.6
"2716",2716,0.73,-0.5,1519.25,8943,0,33,2.5
"2717",2717,0.5,-5,1742.55,8706,0.1,91,2.9
"2718",2718,0.49,-1.5,980.63,9405,-0.09,29,2.7
"2719",2719,0.61,9.8,1126.46,8084,-0.01,75,2.1
"2720",2720,0.25,2.6,1222.18,4114,0.03,13,2.8
"2721",2721,0,4.1,1774.99,6976,0.07,47,2.8
"2722",2722,0.34,8.6,1015.38,8217,0.01,90,2.5
"2723",2723,0.8,-9.9,834.75,9805,-0.02,71,2.5
"2724",2724,0.69,26.8,2441.12,9732,-0.04,84,2.8
"2725",2725,0.11,19,2134.67,7256,-0.08,25,2.7
"2726",2726,0.43,25.4,2026.57,5871,-0.08,35,2.3
"2727",2727,0.53,12.8,2130.62,5847,-0.06,36,3
"2728",2728,0.15,-5.6,1201.8,7894,0.08,74,2.6
"2729",2729,0.67,-4.1,1331.78,9106,0.1,25,2.8
"2730",2730,0.23,7.9,1539.55,4856,0.09,60,2.3
"2731",2731,0.01,11.6,581.82,4347,-0.02,55,2.4
"2732",2732,0.93,-0.7,975.22,6895,0.07,97,2.3
"2733",2733,0.07,10.6,2039.1,7568,0.06,100,3
"2734",2734,0.28,24.3,1752.13,6371,0.06,34,2.3
"2735",2735,0.59,10.2,1065.54,4404,0.01,45,2.2
"2736",2736,0.52,-4.1,1483.68,8376,-0.05,82,2.7
"2737",2737,0.85,18.9,1625.78,4698,0.04,43,2.1
"2738",2738,0.78,13.8,2217.21,8653,0.03,58,2.5
"2739",2739,0.05,22.6,653.18,6054,-0.1,85,2.5
"2740",2740,0.38,18.2,1859.73,7773,0.01,87,2.3
"2741",2741,0.9,-8.5,1617.3,5107,-0.01,12,2.7
"2742",2742,0.76,16,592.42,4511,0.08,25,2.6
"2743",2743,0.38,18.9,2081.4,8855,0.06,22,2.3
"2744",2744,0.35,25.3,732.54,4186,0,78,2.9
"2745",2745,0.33,5.6,719.53,4232,0.02,50,2.1
"2746",2746,0.44,-2.5,1830.49,4417,0.04,93,2.8
"2747",2747,0.03,28,1037.38,6312,-0.04,65,2.1
"2748",2748,0.68,18.2,2275.77,8836,-0.01,100,2.3
"2749",2749,0.38,26.1,1983.12,4809,-0.04,56,2.8
"2750",2750,0.69,-6.8,1275.91,8350,0.09,57,2.9
"2751",2751,0.12,9,1474.51,5070,0.07,93,2.7
"2752",2752,0,26.3,2312.39,8121,0.01,46,2.2
"2753",2753,0.79,14.2,1856.68,6498,0.01,35,2.6
"2754",2754,0.97,-1.9,684.35,8421,-0.03,32,2.4
"2755",2755,0.86,3.6,2067.04,9492,0.09,20,2.7
"2756",2756,0.93,6.9,1204.43,5619,0.05,83,2.2
"2757",2757,0.89,3.5,1409.25,6331,-0.01,24,2.6
"2758",2758,0.48,8.9,528.16,8300,0.09,46,2.8
"2759",2759,0.06,0.9,1289.64,6795,0.06,58,2.8
"2760",2760,0.48,27.9,2396.94,6606,0.01,57,2.4
"2761",2761,0.44,11.6,2061.69,9605,0.03,30,2.2
"2762",2762,0.64,23.8,1038.67,7196,0.09,73,2.5
"2763",2763,0.94,-8.1,2445.37,6148,0.06,56,2.3
"2764",2764,0.47,0.6,670.57,7083,0.01,34,2.7
"2765",2765,0.44,-6.9,1493.58,7831,0.03,98,2
"2766",2766,0.21,28.3,1742.88,4346,-0.1,76,2.7
"2767",2767,0.46,4.8,2138.1,6845,0.09,74,2.2
"2768",2768,0.06,9.7,1460.72,7680,0.04,78,2.2
"2769",2769,0.95,5.4,1784.13,9129,0,12,2.2
"2770",2770,0.99,21.3,1174.67,7586,0.05,14,2.9
"2771",2771,0.65,5.2,2418.81,6467,0.03,28,2.7
"2772",2772,0.79,21.8,1337.88,5680,0.04,16,2.9
"2773",2773,0.79,21.7,2311.85,7364,0.01,15,2.7
"2774",2774,0.52,3.8,663.47,6894,-0.05,85,2.5
"2775",2775,0.37,25.2,1346.39,8901,0.01,58,2.4
"2776",2776,0.72,18,982.01,6362,-0.04,24,2.7
"2777",2777,0.71,29.3,2211.47,7676,-0.09,67,3
"2778",2778,0.22,-3.7,1545.64,8524,0,48,2.6
"2779",2779,0.17,3,2130.35,5792,0.04,96,2.8
"2780",2780,0.37,25.7,1646.49,8624,0.02,93,2.5
"2781",2781,0.4,-0.1,1383.67,4665,0.02,20,2.3
"2782",2782,0.65,15.8,1819.05,5067,-0.04,68,2.4
"2783",2783,0.35,25.1,1405.46,5729,-0.1,76,3
"2784",2784,0.8,-4.7,2312.45,5717,0.08,45,2.3
"2785",2785,0.55,15.3,867.23,5930,0.02,23,2.1
"2786",2786,0.18,1.6,970.89,6780,-0.08,81,2.7
"2787",2787,0.18,16.2,1513.74,6767,0.01,96,2.4
"2788",2788,0.31,26.4,2468.54,5663,0.02,22,2.9
"2789",2789,0.11,25.3,1106.68,5499,0.07,84,2.1
"2790",2790,0.22,27.1,2492.54,9443,-0.05,91,2.7
"2791",2791,0.7,20.1,2293.3,9059,0.08,24,2.6
"2792",2792,0.46,26.1,2271.95,6851,-0.03,13,2.9
"2793",2793,0.77,11,2294.28,7667,0.07,52,2.6
"2794",2794,0.29,-4.2,817.28,8761,-0.06,88,2.1
"2795",2795,0.5,2.5,773.13,5468,0.03,93,2.1
"2796",2796,0.89,-10,2348.35,5304,0.01,83,2
"2797",2797,0.06,7.1,2321.92,9981,0.07,37,2.4
"2798",2798,0.69,17,2201.08,8734,0.01,54,2.5
"2799",2799,0.67,16.6,1551.14,5762,0.03,99,2
"2800",2800,0.54,10.7,2344.68,5933,-0.07,58,2.2
"2801",2801,0.54,19.3,2049.62,7297,-0.05,28,2.1
"2802",2802,0.86,-4.1,1792.1,9613,0.06,32,2.9
"2803",2803,0.85,-1.3,523.59,4887,0,76,2.9
"2804",2804,0.17,15.5,533.2,7073,0.05,68,2.6
"2805",2805,0.08,-1,1539.19,8061,0.07,27,2.8
"2806",2806,0.97,23.6,2094.03,7551,-0.06,10,2.4
"2807",2807,0.09,9.8,2266.79,9274,0.04,33,2.4
"2808",2808,0.33,12,643.79,9220,0.03,12,2.4
"2809",2809,0.82,29.6,1384.22,6064,-0.07,86,2.8
"2810",2810,0.23,12.9,932.49,7718,0.08,32,2.2
"2811",2811,0.37,11.4,1670.58,7795,-0.09,39,2.4
"2812",2812,0.68,1,1628.25,9280,-0.09,99,2.3
"2813",2813,0.87,20.2,1807.82,8111,0.03,28,2.4
"2814",2814,0.66,1.1,1384.47,7787,-0.1,40,2.4
"2815",2815,0.6,2.6,1664.58,5774,0.04,13,2.5
"2816",2816,0.48,25,541.21,5445,-0.04,37,2
"2817",2817,0.42,17.7,1265.47,9101,0.01,71,2.8
"2818",2818,0.26,8.7,2273.34,8610,-0.08,83,2.6
"2819",2819,0.62,29.8,2492.01,7402,0,92,2.7
"2820",2820,0.41,6.5,819,8453,0.03,87,3
"2821",2821,0.27,16.5,1399.12,4174,-0.06,26,2.6
"2822",2822,0.97,9.2,1604.6,5203,-0.08,66,2.8
"2823",2823,0.16,9.5,1368.84,4909,-0.07,20,2.9
"2824",2824,0.03,29.3,2117.98,6523,0.04,56,2.7
"2825",2825,0.93,15.6,1727.14,8300,-0.08,67,2.1
"2826",2826,0.04,-7.3,921.03,8316,0.04,44,2.4
"2827",2827,0.16,0.9,880.65,5928,0.07,37,3
"2828",2828,0.21,23.9,2128.84,6536,-0.03,20,2.7
"2829",2829,0.19,8.5,2024.82,6916,-0.03,12,2.1
"2830",2830,0.96,7.7,968.1,4545,-0.02,55,2.5
"2831",2831,0.58,-8.8,636.14,9468,-0.01,70,2.5
"2832",2832,0.26,13.3,1079.05,9793,-0.1,11,2.8
"2833",2833,0.87,8.4,2428.82,9700,-0.04,48,2.2
"2834",2834,0.47,6.7,1996.03,7809,-0.07,81,2.2
"2835",2835,0.4,29.8,809,6968,0.08,53,2.1
"2836",2836,0.5,10.9,1454.58,9461,-0.01,27,2.8
"2837",2837,0.11,-2.4,620.51,7438,-0.01,99,2.8
"2838",2838,0.91,29.2,771.39,7725,0.01,81,2.3
"2839",2839,0.17,0.9,576.86,8723,-0.01,83,3
"2840",2840,0.72,-0.2,1613.07,9774,0.06,54,2.3
"2841",2841,0.77,15.9,1843.44,6360,0.01,25,2.4
"2842",2842,0.76,14.1,2480.4,4431,0.03,35,2.4
"2843",2843,0.46,6.5,1693.24,4821,-0.03,66,2.4
"2844",2844,0.36,25.1,924.39,8306,-0.08,20,2.7
"2845",2845,0.28,12.2,1163.15,6533,-0.05,59,2.7
"2846",2846,0.02,-7.3,1770.96,4703,0.09,67,2.2
"2847",2847,0.68,-0.5,1311.23,9336,-0.06,43,2.5
"2848",2848,0.65,-1.4,2486.71,7869,0.05,86,2.3
"2849",2849,0.36,22,1544.47,4845,-0.03,76,2.9
"2850",2850,0.41,-6.4,885.81,9157,0.03,67,2.8
"2851",2851,0.14,29.8,546.95,7643,0,62,2.2
"2852",2852,0.4,20.1,2147.95,9125,-0.06,48,2.8
"2853",2853,0.01,3.5,1613.51,7118,0.09,97,2.4
"2854",2854,0.67,-3.5,2151.95,5186,-0.09,42,2.6
"2855",2855,0.44,-7.7,869.29,4654,0.07,93,2
"2856",2856,0.32,-6.3,1356.34,9960,-0.06,62,2.9
"2857",2857,0.71,27.8,2466.92,8868,-0.06,17,2.7
"2858",2858,0.67,2.1,1068.29,7397,0.01,50,2
"2859",2859,0.43,14.6,1191.26,9066,-0.01,51,2.4
"2860",2860,0.5,22.1,2086.92,4645,0.03,83,2.5
"2861",2861,0.94,-5.9,1195.07,6429,-0.02,58,2.9
"2862",2862,0.08,11.5,566.59,6540,0.04,84,3
"2863",2863,0.55,22.7,2004.69,4541,0.06,49,2.9
"2864",2864,0.48,0.1,1416.85,7962,0.1,50,2.2
"2865",2865,0.28,-2.1,534.51,7802,-0.07,31,2.3
"2866",2866,0.98,29.1,2048.25,4451,-0.07,26,2.5
"2867",2867,0.45,26.4,1163.43,7390,-0.05,48,2.6
"2868",2868,0.72,11.2,814.75,4072,0.06,36,2.3
"2869",2869,0.76,25.2,2154.15,8316,0.07,87,2.9
"2870",2870,0.84,1.4,1369.23,6017,-0.1,96,2.7
"2871",2871,0.54,7.6,913.19,5904,-0.05,77,2.9
"2872",2872,0.71,23.4,2179.43,4740,0.1,47,2.2
"2873",2873,0.99,10.1,984.57,5055,-0.02,57,2.7
"2874",2874,0.25,-8.6,822.44,8371,-0.09,69,2.3
"2875",2875,0.87,3.2,1154.06,4549,-0.02,86,2.3
"2876",2876,0.81,22.2,870.98,9005,0,57,2.4
"2877",2877,0.73,19.2,552.38,9766,-0.08,42,2.8
"2878",2878,0.92,23.5,593.39,9425,0.1,42,2.4
"2879",2879,0.02,23.3,1976,6176,-0.08,45,2.6
"2880",2880,0.61,-1.8,518.85,8871,-0.02,28,2.2
"2881",2881,0.49,25.2,2222.89,5395,0,43,2.9
"2882",2882,0.95,15,2268.72,6163,-0.06,30,2
"2883",2883,0.72,26.9,639.05,6615,-0.02,16,2.6
"2884",2884,0.33,6.3,1788.09,4619,-0.06,94,2.1
"2885",2885,0.6,2.4,2129.79,4389,0.07,69,2.7
"2886",2886,0.17,-5.9,1248.25,7664,0.09,51,2.3
"2887",2887,0.6,22.7,773.47,5874,-0.02,27,2.2
"2888",2888,0.57,8,2068.53,5776,0,38,2.4
"2889",2889,0.58,13.1,1841.37,8782,0.02,76,2.8
"2890",2890,0.12,4.5,2397.51,4115,-0.08,70,2.3
"2891",2891,0.07,26.2,2165.29,6123,-0.1,64,2.6
"2892",2892,0.13,18.6,787.41,8064,-0.01,17,2.3
"2893",2893,0.1,17.7,1885.56,6312,0.08,43,2.2
"2894",2894,0.03,20.5,1855.9,9114,0.09,80,2.3
"2895",2895,0.07,8,2323.16,7932,-0.04,52,2.7
"2896",2896,0.45,1.4,1969.63,8227,0.08,45,3
"2897",2897,0.74,15.1,584.98,7241,-0.07,39,2.2
"2898",2898,0.3,0.1,831.39,5561,0.01,20,2.9
"2899",2899,0.97,24,1887.63,6167,-0.03,12,2.3
"2900",2900,0.43,18.4,1791.41,5105,0.04,58,2.9
"2901",2901,0.07,5.6,1487.5,9694,-0.02,31,2.1
"2902",2902,0.75,-3.4,820.76,7711,0.09,97,2.1
"2903",2903,0.1,24.2,1555.09,4528,0.08,56,2.8
"2904",2904,0.26,11.7,2125.22,9257,0.05,97,2.6
"2905",2905,0.51,-8.4,1380.24,8074,0.01,50,3
"2906",2906,0.8,20.3,1553.28,7451,0.1,61,2.7
"2907",2907,0.81,23.2,1526.07,4650,-0.06,28,2.8
"2908",2908,0.32,-7.1,2355.19,4684,-0.01,63,2.1
"2909",2909,0.02,15.1,1843.7,5494,-0.02,24,2.7
"2910",2910,0.88,4.7,1797.34,4543,-0.05,91,2.1
"2911",2911,0.69,24.6,2489.64,8727,0.08,50,2.2
"2912",2912,0.47,-2.5,2041.06,5609,-0.06,56,2.3
"2913",2913,0.2,26.7,1357.02,9284,-0.04,28,2.1
"2914",2914,0.51,6.5,2430.53,7538,0.08,62,2.7
"2915",2915,0.42,9.4,1105.1,9883,0.05,21,2.2
"2916",2916,0.44,0.7,1213.91,5795,0,80,2.4
"2917",2917,0.29,16.9,1591.68,6787,0.05,50,2.8
"2918",2918,0.96,2.8,928.82,4605,-0.09,55,2.3
"2919",2919,0.1,10.4,736.04,9446,-0.1,50,2.6
"2920",2920,0.1,29.1,2348.82,4079,0.1,59,2.1
"2921",2921,0.23,21.8,1242.04,6134,-0.06,20,2.2
"2922",2922,0.03,9.2,1205.22,4433,-0.08,62,2.6
"2923",2923,0.85,-0.8,1612.6,5911,0.07,80,2.5
"2924",2924,0.89,5.5,1124.83,9187,0.07,48,2.4
"2925",2925,0.55,23.9,889.54,8387,-0.04,49,2.6
"2926",2926,0.74,19.5,1238.44,6924,-0.03,29,2.2
"2927",2927,0.55,-9.2,1936.56,8005,0.08,81,2.4
"2928",2928,0.93,-9.6,1734.27,6667,-0.01,68,2.6
"2929",2929,0.65,-3.8,2031.76,7481,0.08,30,3
"2930",2930,1,18.8,1910.77,6272,-0.08,76,2.4
"2931",2931,0.26,-0.2,1017.68,9561,-0.02,88,3
"2932",2932,0.23,5.9,648.55,7407,-0.01,73,2.7
"2933",2933,0.65,18.8,597.22,9198,-0.05,26,2.8
"2934",2934,0.15,21.4,560.83,5690,-0.02,100,2.7
"2935",2935,0.65,14.6,1791.98,7811,0.09,18,2.9
"2936",2936,0.9,25.1,1140.49,6196,0,31,2.6
"2937",2937,0.85,22.3,610.7,4871,-0.06,62,2
"2938",2938,0.43,10,1995.16,9571,-0.09,92,3
"2939",2939,0.21,7.4,578.37,6179,0,91,2.1
"2940",2940,0.35,-1.9,1509.82,8121,-0.09,73,2.6
"2941",2941,0.69,14.7,809.78,4259,-0.07,82,2.3
"2942",2942,0.83,-1.3,711.75,7533,-0.09,91,2
"2943",2943,0.01,10.7,2116.45,6455,-0.04,48,2.8
"2944",2944,0.46,11.8,1354.64,4189,0.02,30,2.7
"2945",2945,0.98,18.2,2269.66,9161,-0.06,82,2.2
"2946",2946,0.81,4.3,1849.53,4439,0.05,60,2.5
"2947",2947,0.28,-8.3,529.13,7769,0.1,33,2.7
"2948",2948,0.32,6.2,1090,4883,0.09,33,2.3
"2949",2949,0.28,23.7,2176.31,8276,0.04,20,2.1
"2950",2950,0.75,-4.4,518.15,8917,0.09,79,2.8
"2951",2951,0.1,19,1330.85,9377,0.01,27,2.3
"2952",2952,0.81,28.2,1101.75,9849,0.02,73,2.5
"2953",2953,0.6,9.3,1119.32,5239,0.02,52,3
"2954",2954,0.19,-4.1,1804.75,9065,0.09,36,2.8
"2955",2955,0.91,20,1685.77,5104,-0.02,38,2.9
"2956",2956,0.88,15,1263.89,8609,0.02,56,2.7
"2957",2957,0.86,-6.4,2013.69,8103,0.08,96,2.9
"2958",2958,0.55,4.6,711.56,9194,0.04,87,2.7
"2959",2959,0.6,27.4,2395.4,6353,-0.03,42,2.9
"2960",2960,0.2,-8.9,1727.75,4077,-0.1,91,2.1
"2961",2961,0.15,26.2,1490.14,9644,0.1,47,3
"2962",2962,0.8,-1.6,2313.31,6806,0.02,85,2.5
"2963",2963,0.33,-0.6,1997.23,8058,-0.02,63,2.9
"2964",2964,0.49,1,1426.82,9818,-0.08,31,2.4
"2965",2965,0.84,17.4,591.74,6819,-0.07,51,2.7
"2966",2966,0.59,1.9,1822.5,4369,0.09,84,3
"2967",2967,0.35,-9.1,667.92,6697,0.06,95,2.2
"2968",2968,0.89,14.6,1728.01,8095,0.04,90,2.6
"2969",2969,0.3,-3.9,1133.27,6561,-0.06,28,2.7
"2970",2970,0.43,4.6,2452.06,4224,-0.09,76,2.9
"2971",2971,0.01,5.2,1219.71,4035,0.01,73,2.4
"2972",2972,0.66,3.9,546.18,4591,0.09,55,2.8
"2973",2973,0.3,14.5,886.11,7752,0,13,2.2
"2974",2974,0.9,-7.6,969.56,4492,0.02,22,2.7
"2975",2975,0.15,18.4,784.18,5600,0.02,64,2.7
"2976",2976,0.54,14.5,651.07,4813,0,58,2.3
"2977",2977,0.06,-9.7,2156.8,7431,-0.02,23,2.6
"2978",2978,0.17,13.4,2063.4,5542,0.1,20,2.4
"2979",2979,0.98,19.4,2267.53,4488,0.09,14,2.3
"2980",2980,0.02,-4.4,2361.2,5457,-0.01,79,2.5
"2981",2981,0.26,-9.3,541.79,7248,-0.07,23,2.8
"2982",2982,0.47,-2.8,2279.24,8751,-0.09,34,2.8
"2983",2983,0.62,-7.5,1572.34,5732,0.03,53,2
"2984",2984,0.04,20.6,663.8,9510,0.02,58,2.8
"2985",2985,0.9,-4.8,1074.7,8169,-0.08,97,2.1
"2986",2986,0.13,7.9,1308.46,4468,0.04,36,2.9
"2987",2987,0.56,-7.4,1385.68,9504,-0.03,43,2.7
"2988",2988,0.11,12,1123.6,9715,0.05,21,2.7
"2989",2989,0.04,1.5,1916.8,7351,-0.07,10,2.8
"2990",2990,0.71,-1.2,1285.44,9248,0.06,71,2.2
"2991",2991,0.72,20.7,2198.02,7265,-0.09,17,2.8
"2992",2992,0.39,6,2358.92,7475,0.1,22,2.1
"2993",2993,0.28,29.5,985.79,5667,-0.06,54,2.2
"2994",2994,0.45,5.5,1466.81,8571,0.06,41,2.4
"2995",2995,0.15,25.6,1053.38,9683,-0.02,12,2.7
"2996",2996,0.36,10.5,1120.17,4194,-0.02,69,2.1
"2997",2997,0.29,5.2,2415.11,8119,0.1,100,2.4
"2998",2998,0.36,15.4,1257.69,6213,-0.03,31,2.8
"2999",2999,0.95,21.1,1900.41,6804,0.03,85,2.8
"3000",3000,0.5,19.4,1826.89,8180,0.08,46,3
"3001",3001,0.01,9.3,1941.04,9071,-0.09,22,2.8
"3002",3002,0.1,26.7,1790.53,4041,0.02,66,2.9
"3003",3003,0.77,27.6,857.4,4767,0.04,36,2.8
"3004",3004,0.25,-3.8,1498.87,9375,-0.04,71,2.8
"3005",3005,0.87,26.7,1019.21,6810,0.07,19,2.4
"3006",3006,0.06,17.8,1281.77,4353,-0.01,92,2
"3007",3007,0.86,1.8,1107.96,5692,0.08,74,2.9
"3008",3008,0.73,-3.2,1953.34,6674,0.07,95,2.5
"3009",3009,0.33,21.5,1523.71,6393,0.1,25,2.9
"3010",3010,0.85,23.8,1243.2,8525,-0.08,60,2.6
"3011",3011,0.29,23.4,1934.04,4026,0.03,65,2.9
"3012",3012,0.72,12.9,2328.58,9863,0.04,95,2.3
"3013",3013,0.04,-8.6,713.34,4568,-0.04,92,2.8
"3014",3014,0.24,-3.8,2041.97,9093,0.09,53,2.6
"3015",3015,0.53,29,914.6,8409,-0.05,44,2.1
"3016",3016,0.55,-6.9,2341.82,4084,0,85,2.2
"3017",3017,0.03,30,2490.44,7892,0.1,43,2
"3018",3018,0.57,18.3,1102.23,6386,-0.08,89,2.3
"3019",3019,0.48,24.6,1438.02,8389,0,78,2.4
"3020",3020,0.92,4.1,2260.65,8631,0.02,15,2.9
"3021",3021,0.78,-9.3,1758.37,5572,0.07,26,2.9
"3022",3022,0.37,26.6,1088.66,8544,-0.03,35,2.8
"3023",3023,0.66,2.6,737.34,8245,-0.01,17,2.1
"3024",3024,0.81,23.2,1662.3,6147,0.07,14,2.6
"3025",3025,0.8,13,1016.44,6832,-0.06,70,3
"3026",3026,0.41,28.7,2446.41,6768,-0.06,97,2.4
"3027",3027,0.57,26.1,2389.72,7140,0,72,2.5
"3028",3028,0.26,3.1,1672.02,4164,0.05,62,2.9
"3029",3029,0.56,-6.5,1388.97,4640,-0.03,40,2.9
"3030",3030,0.69,-0.7,1105.99,4784,0.1,80,2.6
"3031",3031,0.3,-2.9,1016.91,8522,0.02,43,2.1
"3032",3032,0.32,-5,1253.21,4785,0.04,58,2.8
"3033",3033,0.55,0.5,2435.63,6279,0.1,71,2
